省,市,县,县代码,POP_2020_SSP5,POP_2025_SSP5,POP_2030_SSP5,POP_2035_SSP5,POP_2040_SSP5,POP_2045_SSP5,POP_2050_SSP5
安徽省,合肥市,肥西县,340123.0,731375.0,718110.0,701231.0,680694.0,656576.0,629786.0,600795.0
安徽省,合肥市,庐江县,340124.0,941898.0,922649.0,897192.0,868915.0,835065.0,796705.0,750861.0
安徽省,合肥市,庐阳区,340103.0,654413.0,668291.0,673214.0,672044.0,664230.0,649865.0,630595.0
安徽省,合肥市,蜀山区,340104.0,1373587.0,1382503.0,1384277.0,1367441.0,1343149.0,1318835.0,1285467.0
安徽省,合肥市,瑶海区,340102.0,946937.0,955685.0,959842.0,952336.0,933895.0,909985.0,879084.0
安徽省,合肥市,长丰县,340121.0,685370.0,667164.0,646994.0,625119.0,598997.0,570333.0,537191.0
安徽省,淮北市,杜集区,340602.0,269689.0,273207.0,273634.0,272008.0,267430.0,261201.0,253626.0
安徽省,淮北市,烈山区,340604.0,335863.0,339442.0,339620.0,337160.0,331274.0,323559.0,313593.0
安徽省,淮北市,濉溪县,340621.0,1065002.0,1049367.0,1028073.0,1001921.0,967188.0,927422.0,882340.0
安徽省,淮北市,相山区,340603.0,538668.0,550750.0,552320.0,548642.0,538817.0,526847.0,511544.0
安徽省,淮南市,八公山区,340405.0,44019.0,43083.0,42293.0,41174.0,39735.0,37762.0,35788.0
安徽省,淮南市,大通区,340402.0,210891.0,209225.0,205719.0,201253.0,194700.0,187273.0,177878.0
安徽省,淮南市,凤台县,340421.0,710130.0,699728.0,685651.0,668131.0,645021.0,616977.0,583778.0
安徽省,淮南市,潘集区,340406.0,552730.0,553362.0,547705.0,539084.0,525722.0,508886.0,487424.0
安徽省,淮南市,寿县,340422.0,939775.0,910688.0,879207.0,845215.0,806692.0,763989.0,717552.0
安徽省,淮南市,田家庵区,340403.0,669673.0,683897.0,688948.0,685260.0,675864.0,661369.0,642236.0
安徽省,淮南市,谢家集区,340404.0,301011.0,303850.0,304918.0,300492.0,293372.0,284678.0,275314.0
安徽省,黄山市,黄山区,341003.0,153942.0,149962.0,145505.0,140597.0,135355.0,129457.0,123176.0
安徽省,黄山市,徽州区,341004.0,63012.0,62133.0,61155.0,59973.0,58559.0,56847.0,55078.0
安徽省,黄山市,祁门县,341024.0,150091.0,143927.0,137946.0,131680.0,125928.0,119050.0,112247.0
安徽省,黄山市,歙县,341021.0,384932.0,381785.0,376154.0,368534.0,358768.0,346500.0,332309.0
安徽省,黄山市,屯溪区,341002.0,257145.0,262837.0,266099.0,267700.0,266283.0,262300.0,256194.0
安徽省,黄山市,休宁县,341022.0,253213.0,249720.0,244497.0,238673.0,232185.0,224366.0,215234.0
安徽省,黄山市,黟县,341023.0,79070.0,77626.0,75581.0,73188.0,70984.0,67989.0,64951.0
安徽省,六安市,霍邱县,341522.0,1174184.0,1165634.0,1146388.0,1122864.0,1091607.0,1054607.0,1009926.0
安徽省,六安市,霍山县,341525.0,299567.0,292669.0,285099.0,277456.0,268765.0,257573.0,244817.0
安徽省,六安市,金安区,341502.0,633778.0,622561.0,608576.0,592443.0,573915.0,551617.0,525100.0
安徽省,六安市,金寨县,341524.0,482429.0,469661.0,455033.0,439847.0,423514.0,404326.0,382581.0
安徽省,六安市,舒城县,341523.0,739084.0,723592.0,704199.0,682698.0,657321.0,626571.0,591500.0
安徽省,六安市,叶集区,341504.0,191478.0,189880.0,186400.0,182223.0,176871.0,170635.0,163358.0
安徽省,六安市,裕安区,341503.0,970440.0,981833.0,979212.0,969375.0,951609.0,927602.0,896917.0
安徽省,马鞍山市,博望区,340506.0,166832.0,162068.0,156846.0,150934.0,144048.0,136680.0,128494.0
安徽省,马鞍山市,当涂县,340521.0,431678.0,431982.0,428347.0,422869.0,413938.0,402910.0,389708.0
安徽省,马鞍山市,含山县,340522.0,346962.0,339744.0,331172.0,321054.0,309043.0,294435.0,277765.0
安徽省,马鞍山市,和县,340523.0,449663.0,441557.0,431147.0,418980.0,403398.0,385789.0,366432.0
安徽省,马鞍山市,花山区,340503.0,370825.0,379774.0,384170.0,383827.0,380339.0,373411.0,363650.0
安徽省,马鞍山市,雨山区,340504.0,438620.0,455792.0,464489.0,468500.0,468054.0,464572.0,457322.0
安徽省,宿州市,砀山县,341321.0,788764.0,787280.0,777080.0,762508.0,742107.0,717494.0,687913.0
安徽省,宿州市,灵璧县,341323.0,966631.0,956289.0,939223.0,918195.0,890076.0,855701.0,814774.0
安徽省,宿州市,泗县,341324.0,747451.0,721808.0,694029.0,664996.0,631550.0,594643.0,554311.0
安徽省,宿州市,萧县,341322.0,1149086.0,1138069.0,1117942.0,1091514.0,1056680.0,1015026.0,965555.0
安徽省,宿州市,埇桥区,341302.0,1596529.0,1588742.0,1566122.0,1536848.0,1496566.0,1446922.0,1386851.0
安徽省,铜陵市,枞阳县,340722.0,717855.0,710359.0,699243.0,684880.0,665298.0,641455.0,613052.0
安徽省,铜陵市,郊区,340711.0,330216.0,333779.0,334349.0,331631.0,326825.0,319593.0,308907.0
安徽省,铜陵市,铜官区,340705.0,350409.0,353410.0,352788.0,350589.0,345578.0,337870.0,327115.0
安徽省,铜陵市,义安区,340706.0,226794.0,225947.0,222397.0,217961.0,212425.0,205710.0,198231.0
安徽省,芜湖市,繁昌区,340211.0,253273.0,250801.0,246990.0,241619.0,234597.0,226449.0,216651.0
安徽省,芜湖市,镜湖区,340202.0,609012.0,613506.0,613021.0,611043.0,602973.0,589909.0,575043.0
安徽省,芜湖市,鸠江区,340207.0,567926.0,576592.0,578381.0,575609.0,567629.0,556750.0,542482.0
安徽省,芜湖市,南陵县,340223.0,403011.0,394696.0,385086.0,374470.0,361248.0,345223.0,328375.0
安徽省,芜湖市,湾沚区,340210.0,284613.0,280387.0,274338.0,267341.0,258861.0,248790.0,237054.0
安徽省,芜湖市,无为市,340281.0,1018272.0,1015869.0,1005814.0,990252.0,968065.0,940080.0,905147.0
安徽省,芜湖市,弋江区,340209.0,491236.0,503943.0,509053.0,508991.0,504127.0,496162.0,482817.0
安徽省,宣城市,广德市,341882.0,449775.0,435987.0,419979.0,404592.0,386957.0,367653.0,346468.0
安徽省,宣城市,绩溪县,341824.0,150848.0,148340.0,144791.0,140785.0,136155.0,131498.0,125859.0
安徽省,宣城市,泾县,341823.0,279284.0,270481.0,260926.0,251057.0,239691.0,226709.0,211959.0
安徽省,宣城市,旌德县,341825.0,114064.0,111555.0,108386.0,104780.0,100794.0,96404.0,91607.0
安徽省,宣城市,郎溪县,341821.0,297787.0,286083.0,273834.0,261125.0,246929.0,231651.0,215411.0
安徽省,宣城市,宁国市,341881.0,360143.0,353272.0,344595.0,334032.0,322281.0,308858.0,293371.0
安徽省,宣城市,宣州区,341802.0,746327.0,725519.0,700856.0,674180.0,642781.0,608362.0,570720.0
澳门特别行政区,澳门特别行政区,大堂区,820004.0,115638.0,89482.0,80145.0,73348.0,71080.0,69379.0,69180.0
澳门特别行政区,澳门特别行政区,风顺堂区,820005.0,21681.0,34838.0,40098.0,59211.0,69905.0,71294.0,71084.0
澳门特别行政区,澳门特别行政区,花地玛堂区,820001.0,107720.0,88473.0,79053.0,72196.0,69907.0,68191.0,67991.0
澳门特别行政区,澳门特别行政区,花王堂区,820002.0,133454.0,87559.0,78210.0,71404.0,69132.0,67429.0,67230.0
澳门特别行政区,澳门特别行政区,嘉模堂区,820006.0,53740.0,80799.0,107494.0,121535.0,120255.0,119582.0,120373.0
澳门特别行政区,澳门特别行政区,路凼填海区,820007.0,2476.0,3554.0,4865.0,6398.0,7033.0,7954.0,9482.0
澳门特别行政区,澳门特别行政区,圣方济各堂区,820008.0,3074.0,5122.0,6964.0,8386.0,9867.0,11171.0,11860.0
澳门特别行政区,澳门特别行政区,望德堂区,820003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
北京市,北京市,昌平区,110114.0,1989523.0,2040551.0,2062302.0,2063963.0,2042785.0,2003778.0,1951525.0
北京市,北京市,朝阳区,110105.0,4246150.0,4332853.0,4364306.0,4348130.0,4287358.0,4191726.0,4065520.0
北京市,北京市,大兴区,110115.0,1651881.0,1689886.0,1704599.0,1702307.0,1686064.0,1655700.0,1613613.0
北京市,北京市,东城区,110101.0,997430.0,1015736.0,1021686.0,1018520.0,998939.0,975401.0,942097.0
北京市,北京市,房山区,110111.0,1178970.0,1182980.0,1177653.0,1159898.0,1132002.0,1096619.0,1054289.0
北京市,北京市,丰台区,110106.0,2746325.0,2791900.0,2812592.0,2806784.0,2776707.0,2720634.0,2629991.0
北京市,北京市,海淀区,110108.0,4233926.0,4317016.0,4352124.0,4340860.0,4281722.0,4184226.0,4067892.0
北京市,北京市,怀柔区,110116.0,454635.0,451422.0,445591.0,437930.0,428224.0,414539.0,399527.0
北京市,北京市,门头沟区,110109.0,422845.0,426901.0,426558.0,421612.0,413348.0,402331.0,389170.0
北京市,北京市,密云区,110118.0,569538.0,573674.0,569119.0,560246.0,547944.0,533549.0,517138.0
北京市,北京市,平谷区,110117.0,502664.0,503828.0,501292.0,494959.0,484663.0,472760.0,456781.0
北京市,北京市,石景山区,110107.0,877771.0,897024.0,902215.0,899578.0,886910.0,866623.0,841729.0
北京市,北京市,顺义区,110113.0,1034627.0,1038687.0,1033377.0,1020360.0,1000223.0,974408.0,940920.0
北京市,北京市,通州区,110112.0,1361947.0,1376715.0,1370547.0,1354765.0,1330248.0,1296162.0,1254360.0
北京市,北京市,西城区,110102.0,1514433.0,1541389.0,1549037.0,1538704.0,1507426.0,1465737.0,1422414.0
北京市,北京市,延庆区,110119.0,367472.0,359063.0,349635.0,339160.0,326188.0,312367.0,297585.0
福建省,福州市,仓山区,350104.0,382886.0,393754.0,398048.0,397781.0,394269.0,387453.0,377162.0
福建省,福州市,福清市,350181.0,1220935.0,1238628.0,1246219.0,1238284.0,1219653.0,1191703.0,1152784.0
福建省,福州市,鼓楼区,350102.0,857379.0,884405.0,888481.0,884369.0,874288.0,858219.0,835615.0
福建省,福州市,晋安区,350111.0,663251.0,687132.0,699081.0,701303.0,694294.0,682806.0,666426.0
福建省,福州市,连江县,350122.0,570972.0,569694.0,563330.0,553827.0,541413.0,525632.0,506440.0
福建省,福州市,罗源县,350123.0,224226.0,224755.0,223444.0,220204.0,216151.0,209721.0,203267.0
福建省,福州市,马尾区,350105.0,275872.0,281080.0,281722.0,280065.0,275728.0,269813.0,262017.0
福建省,福州市,闽侯县,350121.0,686239.0,688777.0,682999.0,674445.0,661364.0,643514.0,621943.0
福建省,福州市,闽清县,350124.0,245887.0,242667.0,237974.0,231361.0,224243.0,216761.0,208545.0
福建省,福州市,平潭县,350128.0,274762.0,271689.0,265849.0,259598.0,251534.0,240561.0,228567.0
福建省,福州市,台江区,350103.0,475358.0,485960.0,495243.0,499850.0,497814.0,493664.0,483225.0
福建省,福州市,永泰县,350125.0,253780.0,248124.0,241847.0,234538.0,226405.0,216903.0,206509.0
福建省,福州市,长乐区,350112.0,657700.0,669157.0,674119.0,671469.0,662741.0,648813.0,630855.0
福建省,龙岩市,连城县,350825.0,236074.0,231804.0,225795.0,219499.0,212154.0,204113.0,195302.0
福建省,龙岩市,上杭县,350823.0,355300.0,348278.0,340053.0,329616.0,319166.0,306727.0,293627.0
福建省,龙岩市,武平县,350824.0,262632.0,255176.0,247185.0,238836.0,229499.0,219740.0,209114.0
福建省,龙岩市,新罗区,350802.0,650250.0,656910.0,655849.0,649009.0,637699.0,623917.0,608880.0
福建省,龙岩市,永定区,350803.0,351478.0,346464.0,340179.0,332341.0,322270.0,311403.0,298323.0
福建省,龙岩市,漳平市,350881.0,227788.0,221974.0,215651.0,208201.0,200706.0,192327.0,183850.0
福建省,龙岩市,长汀县,350821.0,371132.0,361796.0,351849.0,341158.0,328500.0,314735.0,299807.0
福建省,南平市,光泽县,350723.0,122511.0,118003.0,113514.0,108962.0,104286.0,98661.0,92892.0
福建省,南平市,建瓯市,350783.0,422497.0,411484.0,398726.0,385248.0,371708.0,356619.0,339813.0
福建省,南平市,建阳区,350703.0,268226.0,261102.0,252525.0,243958.0,234986.0,224666.0,213840.0
福建省,南平市,浦城县,350722.0,281561.0,273107.0,263788.0,254262.0,244171.0,232973.0,221731.0
福建省,南平市,邵武市,350781.0,266484.0,265287.0,261801.0,257626.0,251900.0,244450.0,236956.0
福建省,南平市,顺昌县,350721.0,176218.0,170816.0,165008.0,159124.0,153332.0,146101.0,138671.0
福建省,南平市,松溪县,350724.0,118188.0,114607.0,110587.0,106916.0,103423.0,99948.0,95749.0
福建省,南平市,武夷山市,350782.0,219191.0,214144.0,208417.0,202702.0,196220.0,188544.0,179895.0
福建省,南平市,延平区,350702.0,448184.0,448855.0,445633.0,438289.0,428864.0,415415.0,400951.0
福建省,南平市,政和县,350725.0,163131.0,159742.0,155393.0,150992.0,147005.0,141771.0,136573.0
福建省,宁德市,福安市,350981.0,545528.0,542423.0,535239.0,524863.0,511659.0,495203.0,476168.0
福建省,宁德市,福鼎市,350982.0,465319.0,459447.0,450977.0,440266.0,426227.0,410566.0,393905.0
福建省,宁德市,古田县,350922.0,308731.0,301648.0,293962.0,285780.0,275869.0,263821.0,251218.0
福建省,宁德市,蕉城区,350902.0,349553.0,355307.0,358844.0,359410.0,354697.0,347394.0,338585.0
福建省,宁德市,屏南县,350923.0,128904.0,126465.0,123523.0,120406.0,117059.0,113122.0,108385.0
福建省,宁德市,寿宁县,350924.0,166692.0,163314.0,159448.0,155038.0,149948.0,144294.0,137726.0
福建省,宁德市,霞浦县,350921.0,389665.0,385055.0,378606.0,370594.0,360929.0,348489.0,334349.0
福建省,宁德市,柘荣县,350926.0,81090.0,79395.0,77453.0,75427.0,72930.0,70288.0,67069.0
福建省,宁德市,周宁县,350925.0,102739.0,101377.0,99191.0,96711.0,94138.0,91082.0,86891.0
福建省,莆田市,城厢区,350302.0,400406.0,402897.0,401070.0,395843.0,387935.0,376418.0,363121.0
福建省,莆田市,涵江区,350303.0,438917.0,443856.0,443986.0,439619.0,431200.0,420267.0,407105.0
福建省,莆田市,荔城区,350304.0,561954.0,572964.0,577880.0,576219.0,569876.0,559959.0,546414.0
福建省,莆田市,仙游县,350322.0,860974.0,864686.0,860824.0,849773.0,832307.0,808527.0,779191.0
福建省,莆田市,秀屿区,350305.0,478544.0,475669.0,469117.0,460954.0,448356.0,432742.0,413508.0
福建省,泉州市,安溪县,350524.0,1053813.0,1050424.0,1038568.0,1020260.0,994739.0,962859.0,925038.0
福建省,泉州市,德化县,350526.0,279765.0,277392.0,272041.0,266103.0,258303.0,248436.0,236572.0
福建省,泉州市,丰泽区,350503.0,526853.0,539800.0,546020.0,548150.0,542790.0,532586.0,515535.0
福建省,泉州市,惠安县,350521.0,938945.0,942033.0,934763.0,921862.0,901672.0,874358.0,840037.0
福建省,泉州市,金门县,350527.0,45812.0,47288.0,48181.0,49044.0,50059.0,51088.0,52127.0
福建省,泉州市,晋江市,350582.0,1968268.0,2016901.0,2036079.0,2035718.0,2018274.0,1983463.0,1931147.0
福建省,泉州市,鲤城区,350502.0,461239.0,469181.0,470423.0,471182.0,465630.0,457735.0,447706.0
福建省,泉州市,洛江区,350504.0,180574.0,180457.0,178621.0,175575.0,171469.0,165831.0,158177.0
福建省,泉州市,南安市,350583.0,1500034.0,1496983.0,1482562.0,1457970.0,1420227.0,1373412.0,1314294.0
福建省,泉州市,泉港区,350505.0,271909.0,272277.0,269563.0,265787.0,260099.0,253014.0,243330.0
福建省,泉州市,石狮市,350581.0,622483.0,637532.0,641786.0,640950.0,635556.0,624390.0,608217.0
福建省,泉州市,永春县,350525.0,481153.0,478987.0,472003.0,463312.0,451778.0,438708.0,421299.0
福建省,三明市,大田县,350425.0,300129.0,294511.0,287929.0,281113.0,272451.0,264211.0,252317.0
福建省,三明市,建宁县,350430.0,110663.0,106367.0,101958.0,97801.0,93757.0,89585.0,84595.0
福建省,三明市,将乐县,350428.0,139779.0,135736.0,130826.0,126207.0,121682.0,115995.0,110856.0
福建省,三明市,明溪县,350421.0,93885.0,90505.0,87167.0,83771.0,80263.0,76194.0,72153.0
福建省,三明市,宁化县,350424.0,259044.0,250452.0,241150.0,231374.0,220453.0,209691.0,198325.0
福建省,三明市,清流县,350423.0,123654.0,118989.0,113856.0,108274.0,103574.0,98488.0,92759.0
福建省,三明市,三元区,350403.0,377760.0,378654.0,376027.0,369402.0,361002.0,350801.0,340791.0
福建省,三明市,沙县区,350427.0,218417.0,215422.0,211236.0,205754.0,198832.0,191133.0,182748.0
福建省,三明市,泰宁县,350429.0,102858.0,99729.0,95851.0,92114.0,88393.0,84633.0,80794.0
福建省,三明市,永安市,350481.0,335955.0,330305.0,322624.0,312441.0,302054.0,289907.0,278317.0
福建省,三明市,尤溪县,350426.0,333088.0,323553.0,313536.0,303305.0,291944.0,280214.0,266066.0
福建省,厦门市,海沧区,350205.0,388283.0,402691.0,410685.0,414493.0,413248.0,408257.0,400016.0
福建省,厦门市,湖里区,350206.0,678300.0,690833.0,696335.0,692396.0,672113.0,654884.0,641353.0
福建省,厦门市,集美区,350211.0,555084.0,573736.0,578886.0,577900.0,570557.0,560458.0,545294.0
福建省,厦门市,思明区,350203.0,852124.0,836230.0,818661.0,785720.0,750622.0,733716.0,718361.0
福建省,厦门市,同安区,350212.0,655316.0,666619.0,668204.0,665258.0,654974.0,638710.0,616236.0
福建省,厦门市,翔安区,350213.0,414411.0,415489.0,413536.0,409066.0,401562.0,390614.0,378150.0
福建省,漳州市,东山县,350626.0,238822.0,235720.0,231597.0,225717.0,219499.0,212451.0,203766.0
福建省,漳州市,华安县,350629.0,150204.0,146950.0,143662.0,138573.0,133774.0,128358.0,122524.0
福建省,漳州市,龙海区,350681.0,823588.0,826150.0,820603.0,809697.0,792664.0,770724.0,743567.0
福建省,漳州市,龙文区,350603.0,86944.0,87173.0,86715.0,85885.0,84015.0,81445.0,78177.0
福建省,漳州市,南靖县,350627.0,329822.0,322951.0,315367.0,306680.0,296762.0,285050.0,271625.0
福建省,漳州市,平和县,350628.0,506249.0,499932.0,490740.0,479538.0,465771.0,449251.0,429030.0
福建省,漳州市,芗城区,350602.0,652823.0,675177.0,676531.0,671716.0,660931.0,646824.0,629253.0
福建省,漳州市,云霄县,350622.0,423456.0,418948.0,411799.0,403444.0,391629.0,377664.0,361438.0
福建省,漳州市,漳浦县,350623.0,877622.0,862711.0,843879.0,824139.0,799494.0,772039.0,739234.0
福建省,漳州市,长泰区,350625.0,203265.0,198994.0,193813.0,187995.0,180997.0,172734.0,163098.0
福建省,漳州市,诏安县,350624.0,611015.0,606913.0,598168.0,586441.0,570557.0,551555.0,529426.0
甘肃省,白银市,白银区,620402.0,329599.0,339888.0,344845.0,347543.0,347442.0,344589.0,337976.0
甘肃省,白银市,会宁县,620422.0,505136.0,485569.0,468637.0,451035.0,434705.0,417441.0,398447.0
甘肃省,白银市,景泰县,620423.0,220859.0,219914.0,217799.0,214283.0,210451.0,205103.0,199316.0
甘肃省,白银市,靖远县,620421.0,437245.0,432980.0,425430.0,416953.0,406972.0,394533.0,380545.0
甘肃省,白银市,平川区,620403.0,179612.0,177621.0,174366.0,171308.0,167177.0,162436.0,156800.0
甘肃省,定西市,安定区,621102.0,404831.0,398051.0,390118.0,381382.0,372007.0,360440.0,347201.0
甘肃省,定西市,临洮县,621124.0,480192.0,481331.0,476905.0,470096.0,460030.0,448142.0,433991.0
甘肃省,定西市,陇西县,621122.0,431452.0,424713.0,418394.0,410755.0,400875.0,389382.0,376264.0
甘肃省,定西市,岷县,621126.0,419028.0,407690.0,396877.0,387985.0,377094.0,365586.0,352726.0
甘肃省,定西市,通渭县,621121.0,341502.0,336135.0,330420.0,322266.0,313836.0,303274.0,291632.0
甘肃省,定西市,渭源县,621123.0,309202.0,305036.0,300214.0,293863.0,286712.0,277990.0,268992.0
甘肃省,定西市,漳县,621125.0,183217.0,176347.0,170779.0,165515.0,159945.0,153634.0,147081.0
甘肃省,甘南藏族自治州,迭部县,623024.0,46007.0,42976.0,40426.0,37995.0,36380.0,33900.0,32367.0
甘肃省,甘南藏族自治州,合作市,623001.0,92098.0,92847.0,92405.0,91341.0,89876.0,87416.0,84754.0
甘肃省,甘南藏族自治州,临潭县,623021.0,138836.0,137287.0,134495.0,131229.0,127600.0,123452.0,118818.0
甘肃省,甘南藏族自治州,碌曲县,623026.0,33041.0,32323.0,31122.0,29890.0,28942.0,27653.0,26697.0
甘肃省,甘南藏族自治州,玛曲县,623025.0,56058.0,54190.0,54398.0,51745.0,52033.0,48740.0,48750.0
甘肃省,甘南藏族自治州,夏河县,623027.0,84959.0,82427.0,80130.0,77105.0,75318.0,71816.0,69793.0
甘肃省,甘南藏族自治州,舟曲县,623023.0,127898.0,117950.0,109436.0,102883.0,97085.0,90426.0,84645.0
甘肃省,甘南藏族自治州,卓尼县,623022.0,100655.0,97565.0,94030.0,90368.0,87554.0,83351.0,80189.0
甘肃省,嘉峪关市,嘉峪关市,620200.0,260300.0,268944.0,273549.0,276241.0,276124.0,274067.0,269674.0
甘肃省,金昌市,金川区,620302.0,227722.0,226174.0,223175.0,221006.0,217351.0,212362.0,207329.0
甘肃省,金昌市,永昌县,620321.0,218267.0,209259.0,199928.0,192458.0,185158.0,178676.0,172251.0
甘肃省,酒泉市,阿克塞哈萨克族自治县,620924.0,32825.0,31804.0,32160.0,31361.0,31332.0,30740.0,30773.0
甘肃省,酒泉市,敦煌市,620982.0,181543.0,171958.0,163731.0,159120.0,153517.0,148714.0,144690.0
甘肃省,酒泉市,瓜州县,620922.0,140160.0,134607.0,129810.0,126209.0,123167.0,120105.0,117062.0
甘肃省,酒泉市,金塔县,620921.0,151835.0,155175.0,156510.0,156714.0,155432.0,153014.0,149914.0
甘肃省,酒泉市,肃北蒙古族自治县,620923.0,12133.0,11373.0,11271.0,10628.0,10445.0,9868.0,9778.0
甘肃省,酒泉市,肃州区,620902.0,468952.0,480959.0,486551.0,487360.0,483635.0,475910.0,466395.0
甘肃省,酒泉市,玉门市,620981.0,156392.0,156911.0,156895.0,155072.0,153600.0,150548.0,146943.0
甘肃省,兰州市,安宁区,620105.0,314160.0,327571.0,334460.0,337588.0,334989.0,329337.0,321935.0
甘肃省,兰州市,城关区,620102.0,1042310.0,1079269.0,1094614.0,1094711.0,1087102.0,1069423.0,1044566.0
甘肃省,兰州市,皋兰县,620122.0,183984.0,188002.0,189512.0,188690.0,185149.0,180953.0,176102.0
甘肃省,兰州市,红古区,620111.0,106410.0,110455.0,112834.0,113878.0,113233.0,111450.0,108684.0
甘肃省,兰州市,七里河区,620103.0,970342.0,1001405.0,1015120.0,1013363.0,1003626.0,989618.0,969077.0
